L,d,J,Jprop,NX,NY,rR_random,rH_random,rR_hosthost,rH_phagephage,rH_phagehost,rH_3body,GenePersisentTime,mean_establish_size,persTimeHost,persTimePhage,gapTimeHost,gapTimePhage,theta_GH,theta_GP,theta_gH,theta_gP,constraint,soft_threshold
30,2,0.002,1.7,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4624.973333333333,8019.745283838998,4738.647189513442,931.746837730394,1125.1169104673004,3641.144635412661,6155.855906854186,3497.367070429313,5916.078102150794,hard,5.0
30,2,0.002,2.1,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,380.5841161406365,740.9869296098997,354.4469063401915,691.231788680752,hard,5.0
30,2,0.002,1.6,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,9114.181386861314,4641.090178058587,3227.959647567906,2095.113102271235,2325.3216686226397,7514.329093150433,12122.778430994795,7335.2082813612105,11856.593962900155,hard,5.0
30,2,0.002,2.4,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4293.935146347085,9784.213257695135,3836.1965709545098,839.6125055041832,1057.9737089643495,2951.907334862148,6888.093438687621,2820.6206383063454,6562.502815332572,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,9293.816677887853,4676.945216099231,2798.9329678784384,2139.427346450412,2337.3513088748095,7221.903137824508,13767.462092770858,7074.402420316964,14199.120263027287,hard,5.0
30,2,0.002,2.6,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,4509.717616020068,9502.055818743564,3467.1111399411866,943.0958490566038,1129.673586319362,2976.436537821039,7449.11821429878,3000.460670610136,7799.413285786089,hard,5.0
30,2,0.002,2.1,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,9108.115738850325,4750.707789691254,2594.8120321219544,2064.1993752907556,2256.618717023049,6878.279339258537,14347.673083805585,6754.5894024546815,14751.987432500497,hard,5.0
30,2,0.002,1.6,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,1702.7719298245613,65671.125,81618.73684210527,0,37.9,908.5684187075501,1446.6378152600985,1543.7182177805005,2745.54325145618,hard,5.0
30,2,0.002,2.8,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,8281.826124330872,5393.027892057737,2191.1564099558473,1929.2419099669207,1996.2265283408856,5613.565030710881,15184.490520626226,5752.355519207659,16084.301546094417,hard,5.0
30,2,0.002,0.5,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,6834.490183101699,6238.89420507682,9602.286811498792,2532.4229269560697,1666.4274686023734,7853.437967659919,3979.8333720927426,8923.341607143433,5248.85238090976,hard,5.0
30,2,0.002,2.7,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,399.2009417137599,1018.3611352143207,801.1673048032831,2342.237746847344,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,8701.93691179948,4813.374511937528,2867.075900879599,1928.9475243613379,2185.701607841244,6770.257707442301,12890.669486276936,6694.2681284509035,12712.866086495582,hard,5.0
30,2,0.002,1.8,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,1654.0,0,109855.0,0,0,761.156958805312,1340.8323293781953,716.0240494825537,1255.071233822706,hard,5.0
30,2,0.002,1.5,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,1873.0,0,43567.0,0,0,826.3120757410068,1228.2401963787734,771.1978493934898,1147.2636461155457,hard,5.0
30,2,0.002,1.1,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,481.8730993766335,520.5164167053439,452.7723691821035,490.6761950628938,hard,5.0
30,2,0.002,2.8,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,7787.506039538587,5581.931789562054,2276.560803200373,1752.819323183491,1887.6417509481669,5256.702784668984,14196.770200805835,5047.592775172438,13683.856186687004,hard,5.0
30,2,0.002,1.3,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4985.860807068442,7280.222240128928,5717.592299578059,1052.658037578288,1182.2247335912577,4260.774290974473,5573.5129556955335,4015.387768820418,5250.0333240933005,hard,5.0
30,2,0.002,0.5,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,1445.7787041828346,778.8139265927779,1359.5067225621797,728.2803050655546,hard,5.0
30,2,0.002,2.7,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,350.2200400742429,873.2757780185754,330.2361534187147,833.1035051426605,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,4810.707244022539,7747.357289002558,4152.5860948997715,1029.223196104471,1222.658329008822,3660.6579175249676,6871.553860319377,3594.87083489672,7128.263250079195,hard,5.0
30,2,0.002,1.8,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,9520.11056862455,4554.413815199282,2869.592198056912,2215.655263331356,2398.2629271242818,7518.785190237981,13594.241068711865,7414.882768808589,14008.169480618079,hard,5.0
30,2,0.002,1.9,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4531.9997388488455,8445.832055494706,4404.966475195823,901.88499192092,1111.006625701309,3403.906659962221,6414.7340761397845,3186.353327170057,6020.295934441074,hard,5.0
30,2,0.002,1.0,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,500.10069893722533,500.89046925358355,471.75832511190225,471.17331639810806,hard,5.0
30,2,0.002,1.1,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,5224.920492639557,6991.805336901763,6411.025484199796,1169.43988915152,1203.6517783291977,4708.54404274016,5234.419474649506,4376.002203595388,4840.260997527092,hard,5.0
30,2,0.002,0.6,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,618.6599938152679,429.81847043452444,563.3827561974526,394.43883826788635,hard,5.0
30,2,0.002,2.9,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,1476.870056497175,0,74652.10169491525,0,34.43181818181818,684.2724769284172,1943.934139479236,1033.5418578070598,3136.2262619252524,hard,5.0
30,2,0.002,1.5,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,502.13603237081577,735.7800505436481,1134.294397354647,1984.2755789036144,hard,5.0
30,2,0.002,0.8,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,2009.235294117647,78680.19266055046,81860.70588235294,116.33333333333333,97.0,1279.3733314130163,1064.4526978120264,2413.1306480171966,2389.1999737664496,hard,5.0
30,2,0.002,2.6,1000000,1.0e6,0.0,0.0,5.0e-5,0.0,5.0e-5,0.0,300000,8474.069620253165,5205.594917787743,2282.2770204479066,1951.858503115592,2062.2848469830255,5901.021278225658,14950.52904029439,5909.593084658121,15633.274267967403,hard,5.0
30,2,0.002,2.9,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,1464.142857142857,0,113387.14285714286,0,1.0,625.2725361543265,1761.568524652757,576.2707024127672,1617.8802191532354,hard,5.0
30,2,0.002,2.3,1000000,1.0e6,0.0005,0.0005,0.0,0.0,0.0,0.0,300000,1425.6666666666667,0,67922.0,0,0,687.0089185384738,1539.5537946572547,645.9980577070573,1463.2611430447037,hard,5.0
30,2,0.002,0.6,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,6384.037193130334,6534.282487698637,9446.393423678957,1909.0841832469487,1356.766182298547,6764.0142392563175,4083.275159509979,6424.286247700983,3932.566832933785,hard,5.0
30,2,0.002,1.6,1000000,1.0e6,0.001,0.001,0.0,0.0,0.0,0.0,300000,0,0,0,0,0,417.363106083595,626.4419468843755,390.6835372751827,593.8346788476458,hard,5.0
30,2,0.002,1.3,1000000,1.0e6,5.0e-5,5.0e-5,0.0,0.0,0.0,0.0,300000,9665.852460949012,4565.643994778068,3771.01178550383,2318.7426268055087,2494.279770184457,8419.067518642829,11094.070702694797,8184.076273898465,10738.765143799972,hard,5.0
30,2,0.002,2.7,1000000,1.0e6,0.0001,0.0001,0.0,0.0,0.0,0.0,300000,4202.376443215242,10667.835197785722,3634.542888498683,830.8584264205925,1025.8461848288207,2704.1770861043997,7022.052804494766,2568.79203710568,6698.770251962772,hard,5.0
30,2,0.002,2.9,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,388.35876631866006,1065.812117377143,753.6287635306833,2367.973412288501,hard,5.0
30,2,0.002,1.5,1000000,1.0e6,0.0,0.0,0.0001,0.0,0.0001,0.0,300000,5096.031795764433,7103.6292295472595,4829.373288466001,1137.9965446318388,1285.5831200523778,4200.576708110303,6310.892195974721,4236.060984393768,6755.91729436101,hard,5.0
30,2,0.002,1.4,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,511.10467133848215,706.5677496048983,1142.0515519097082,1884.6637047519632,hard,5.0
30,2,0.002,2.6,1000000,1.0e6,0.0,0.0,0.0005,0.0,0.0005,0.0,300000,1475.3228346456692,50528.5,66993.8031496063,0,17.8,724.5167995919201,1843.097004291997,1087.4209148574562,2977.8767983058133,hard,5.0
30,2,0.002,1.7,1000000,1.0e6,0.0,0.0,0.001,0.0,0.001,0.0,300000,0,0,0,0,0,476.8575821129076,782.5040230539394,1029.2626669258268,2020.6173371319317,hard,5.0
